year,month,day,order,country,session_id,page_1_main_category,page_2_model,colour,location,model_photography,price,price_2,page,higher_than_average,main_category,click_position,n_clicks_observed,is_first_click,is_last_observed_click,running_high_price_count,running_high_price_share,running_unique_pages,running_unique_models,running_unique_categories,running_unique_colours,price_delta_from_prev,category_changed_from_prev,category_frequency,colour_frequency,model_frequency
2008,6,24,2,46,15947,1,A24,2,2,1,48,1,2,1,trousers,2,3,0,0,1,0.5,1,2,1,2,15.0,0,0.3564944091870656,0.17448171653067393,0.0019703838017527953
2008,6,24,3,46,15947,3,C41,13,2,1,28,2,3,0,blouses,3,3,0,1,1,0.3333333333333333,2,3,2,3,-20.0,1,0.2042429737080689,0.033593230583257784,0.0031308552432759143
2008,6,24,1,29,15948,4,P1,3,1,1,38,1,1,1,sale,1,5,1,0,1,1.0,1,1,1,1,0.0,0,0.175255364158356,0.21770927772741008,0.018386219401631914
2008,6,24,2,29,15948,4,P1,3,1,1,38,1,1,1,sale,2,5,0,0,2,1.0,1,1,1,1,0.0,0,0.175255364158356,0.21770927772741008,0.018386219401631914
2008,6,24,3,29,15948,4,P3,2,1,1,48,1,1,1,sale,3,5,0,0,3,1.0,1,2,1,2,10.0,0,0.175255364158356,0.17448171653067393,0.006273798730734361
2008,6,24,4,29,15948,4,P11,4,4,2,38,1,1,1,sale,4,5,0,0,4,1.0,1,3,1,3,-10.0,0,0.175255364158356,0.0923541855545482,0.003300090661831369
2008,6,24,5,29,15948,4,P15,4,5,2,38,1,1,1,sale,5,5,0,1,5,1.0,1,4,1,3,0.0,0,0.175255364158356,0.0923541855545482,0.008606829857963131
2008,6,24,1,29,15949,1,A31,6,5,2,62,1,2,1,trousers,1,1,1,1,1,1.0,1,1,1,1,0.0,0,0.3564944091870656,0.09132668479903294,0.008872771229978845
2008,6,24,1,29,15950,1,A11,3,4,1,62,1,1,1,trousers,1,4,1,0,1,1.0,1,1,1,1,0.0,0,0.3564944091870656,0.21770927772741008,0.02279842852825627
2008,6,24,2,29,15950,1,A1,8,1,1,28,2,1,0,trousers,2,4,0,0,1,0.5,1,2,1,2,-34.0,0,0.3564944091870656,0.024527047446358415,0.022544575400423088
2008,6,24,3,29,15950,2,B4,10,2,1,52,1,1,1,skirts,3,4,0,0,2,0.6666666666666666,1,3,2,3,24.0,1,0.2640072529465095,0.027778785131459656,0.027778785131459656
2008,6,24,4,29,15950,3,C5,11,2,1,48,1,1,1,blouses,4,4,0,1,3,0.75,1,4,3,4,-4.0,1,0.2042429737080689,0.030740404956180113,0.01272892112420671
2008,6,24,1,9,15951,2,B14,2,5,1,62,1,1,1,skirts,1,5,1,0,1,1.0,1,1,1,1,0.0,0,0.2640072529465095,0.17448171653067393,0.008473859171955273
2008,6,24,2,9,15951,2,B10,2,4,1,67,1,1,1,skirts,2,5,0,0,2,1.0,1,2,1,1,5.0,0,0.2640072529465095,0.17448171653067393,0.021686310063463284
2008,6,24,3,9,15951,2,B4,10,2,1,52,1,1,1,skirts,3,5,0,0,3,1.0,1,3,1,2,-15.0,0,0.2640072529465095,0.027778785131459656,0.027778785131459656
2008,6,24,4,9,15951,2,B25,6,3,1,38,2,2,0,skirts,4,5,0,0,3,0.75,2,4,1,3,-14.0,0,0.2640072529465095,0.09132668479903294,0.004073738289513448
2008,6,24,5,9,15951,2,B23,7,2,1,38,2,2,0,skirts,5,5,0,1,3,0.6,2,5,1,4,0.0,0,0.2640072529465095,0.03696585071018434,0.008655182834693262
2008,6,24,1,29,15952,1,A17,2,6,1,62,1,1,1,trousers,1,5,1,0,1,1.0,1,1,1,1,0.0,0,0.3564944091870656,0.17448171653067393,0.011604714415231188
2008,6,24,2,29,15952,1,A18,4,6,1,38,2,1,0,trousers,2,5,0,0,1,0.5,1,2,1,2,-24.0,0,0.3564944091870656,0.0923541855545482,0.006781504986400726
2008,6,24,3,29,15952,4,P17,2,6,2,38,1,1,1,sale,3,5,0,0,2,0.6666666666666666,1,3,2,2,0.0,1,0.175255364158356,0.17448171653067393,0.005016621335750982
2008,6,24,4,29,15952,4,P21,4,1,1,33,2,2,0,sale,4,5,0,0,2,0.5,2,4,2,2,-5.0,0,0.175255364158356,0.0923541855545482,0.001414324569356301
2008,6,24,5,29,15952,4,P33,9,5,1,43,1,2,1,sale,5,5,0,1,3,0.6,2,5,2,3,10.0,0,0.175255364158356,0.07014808099123603,0.003650649743124811
2008,6,24,1,29,15953,1,A2,3,1,1,43,2,1,0,trousers,1,5,1,0,0,0.0,1,1,1,1,0.0,0,0.3564944091870656,0.21770927772741008,0.027126019945602903
2008,6,24,2,29,15953,1,A6,3,2,1,43,2,1,0,trousers,2,5,0,0,0,0.0,1,2,1,1,0.0,0,0.3564944091870656,0.21770927772741008,0.013720157147174374
2008,6,24,3,29,15953,1,A5,3,2,1,43,2,1,0,trousers,3,5,0,0,0,0.0,1,3,1,1,0.0,0,0.3564944091870656,0.21770927772741008,0.01861589604110003
2008,6,24,4,29,15953,1,A7,3,3,1,43,2,1,0,trousers,4,5,0,0,0,0.0,1,4,1,1,0.0,0,0.3564944091870656,0.21770927772741008,0.011193714113025083
2008,6,24,5,29,15953,1,A36,1,6,1,33,2,2,0,trousers,5,5,0,1,0,0.0,2,5,1,2,-10.0,0,0.3564944091870656,0.0504925959504382,0.001861589604110003
2008,6,24,1,29,15954,4,P14,2,5,2,38,1,1,1,sale,1,5,1,0,1,1.0,1,1,1,1,0.0,0,0.175255364158356,0.17448171653067393,0.003892414626775461
2008,6,24,2,29,15954,4,P33,9,5,1,43,1,2,1,sale,2,5,0,0,2,1.0,2,2,1,2,5.0,0,0.175255364158356,0.07014808099123603,0.003650649743124811
2008,6,24,3,29,15954,4,P40,4,2,1,43,1,3,1,sale,3,5,0,0,3,1.0,3,3,1,3,0.0,0,0.175255364158356,0.0923541855545482,0.0009066183136899365
2008,6,24,4,29,15954,1,A17,2,6,1,62,1,1,1,trousers,4,5,0,0,4,1.0,3,4,2,3,19.0,1,0.3564944091870656,0.17448171653067393,0.011604714415231188
2008,6,24,5,29,15954,1,A12,2,4,1,38,2,1,0,trousers,5,5,0,1,4,0.8,3,5,2,3,-24.0,0,0.3564944091870656,0.17448171653067393,0.01326080386823814
2008,6,24,1,29,15955,1,A8,3,3,1,62,1,1,1,trousers,1,1,1,1,1,1.0,1,1,1,1,0.0,0,0.3564944091870656,0.21770927772741008,0.010262919310970082
2008,6,24,1,29,15956,2,B26,13,3,1,57,1,2,1,skirts,1,3,1,0,1,1.0,1,1,1,1,0.0,0,0.2640072529465095,0.033593230583257784,0.007506799637352675
2008,6,24,2,29,15956,3,C26,14,3,1,28,2,2,0,blouses,2,3,0,0,1,0.5,1,2,2,2,-29.0,1,0.2042429737080689,0.08348141432456936,0.0022725899063161074
2008,6,24,3,29,15956,3,C42,7,2,1,28,2,3,0,blouses,3,3,0,1,1,0.3333333333333333,2,3,2,3,0.0,0,0.2042429737080689,0.03696585071018434,0.0018978543366576005
2008,6,24,1,29,15957,1,A2,3,1,1,43,2,1,0,trousers,1,1,1,1,0,0.0,1,1,1,1,0.0,0,0.3564944091870656,0.21770927772741008,0.027126019945602903
2008,6,24,1,29,15958,2,B24,11,2,1,57,1,2,1,skirts,1,4,1,0,1,1.0,1,1,1,1,0.0,0,0.2640072529465095,0.030740404956180113,0.011834391054699306
2008,6,24,2,29,15958,1,A5,3,2,1,43,2,1,0,trousers,2,4,0,0,1,0.5,2,2,2,2,-14.0,1,0.3564944091870656,0.21770927772741008,0.01861589604110003
2008,6,24,3,29,15958,3,C55,13,1,1,48,1,4,1,blouses,3,4,0,0,2,0.6666666666666666,3,3,3,3,5.0,1,0.2042429737080689,0.033593230583257784,0.0021033544877606526
2008,6,24,4,29,15958,1,A27,3,3,1,55,1,2,1,trousers,4,4,0,1,3,0.75,3,4,3,3,7.0,1,0.3564944091870656,0.21770927772741008,0.0022725899063161074
2008,6,24,1,29,15959,1,A3,3,1,1,72,1,1,1,trousers,1,5,1,0,1,1.0,1,1,1,1,0.0,0,0.3564944091870656,0.21770927772741008,0.01564218797219704
2008,6,24,2,29,15959,1,A9,3,3,1,82,1,1,1,trousers,2,5,0,0,2,1.0,1,2,1,1,10.0,0,0.3564944091870656,0.21770927772741008,0.01317618615896041
2008,6,24,3,29,15959,1,A4,3,2,2,38,2,1,0,trousers,3,5,0,0,2,0.6666666666666666,1,3,1,1,-44.0,0,0.3564944091870656,0.21770927772741008,0.022375339981867633
2008,6,24,4,29,15959,4,P1,3,1,1,38,1,1,1,sale,4,5,0,0,3,0.75,1,4,2,1,0.0,1,0.175255364158356,0.21770927772741008,0.018386219401631914
2008,6,24,5,29,15959,3,C10,9,4,2,28,2,1,0,blouses,5,5,0,1,3,0.6,1,5,3,2,-10.0,1,0.2042429737080689,0.07014808099123603,0.003227561196736174
2008,6,24,1,29,15960,2,B17,6,6,2,38,2,1,0,skirts,1,1,1,1,0,0.0,1,1,1,1,0.0,0,0.2640072529465095,0.09132668479903294,0.010818978543366576
2008,6,24,1,29,15961,1,A30,6,4,1,38,2,2,0,trousers,1,5,1,0,0,0.0,1,1,1,1,0.0,0,0.3564944091870656,0.09132668479903294,0.0036748262314898763
2008,6,24,2,29,15961,1,A43,2,3,1,62,1,3,1,trousers,2,5,0,0,1,0.5,2,2,1,2,24.0,0,0.3564944091870656,0.17448171653067393,0.0009307948020550015
2008,6,24,3,29,15961,1,A42,6,2,1,28,2,3,0,trousers,3,5,0,0,1,0.3333333333333333,2,3,1,2,-34.0,0,0.3564944091870656,0.09132668479903294,0.0033847083711090963
2008,6,24,4,29,15961,3,C3,6,1,2,23,2,1,0,blouses,4,5,0,0,1,0.25,3,4,2,2,-5.0,1,0.2042429737080689,0.09132668479903294,0.004194620731338773
2008,6,24,5,29,15961,3,C45,11,3,1,55,1,3,1,blouses,5,5,0,1,2,0.4,3,5,2,3,32.0,0,0.2042429737080689,0.030740404956180113,0.0012209126624357811
2008,6,24,1,29,15962,3,C7,13,3,1,48,1,1,1,blouses,1,1,1,1,1,1.0,1,1,1,1,0.0,0,0.2042429737080689,0.033593230583257784,0.007796917497733454
2008,6,24,1,29,15963,2,B11,2,4,1,43,2,1,0,skirts,1,5,1,0,0,0.0,1,1,1,1,0.0,0,0.2640072529465095,0.17448171653067393,0.011822302810516773
2008,6,24,2,29,15963,2,B10,2,4,1,67,1,1,1,skirts,2,5,0,0,1,0.5,1,2,1,1,24.0,0,0.2640072529465095,0.17448171653067393,0.021686310063463284
2008,6,24,3,29,15963,2,B12,2,4,1,38,2,1,0,skirts,3,5,0,0,1,0.3333333333333333,1,3,1,1,-29.0,0,0.2640072529465095,0.17448171653067393,0.010323360531882745
2008,6,24,4,29,15963,2,B13,12,5,2,62,1,1,1,skirts,4,5,0,0,2,0.5,1,4,1,2,24.0,0,0.2640072529465095,0.06035660320338471,0.01627077666968873
2008,6,24,5,29,15963,2,B15,9,5,1,38,2,1,0,skirts,5,5,0,1,2,0.4,1,5,1,3,-24.0,0,0.2640072529465095,0.07014808099123603,0.010903596252644303
2008,6,24,1,29,15964,2,B3,12,1,1,52,1,1,1,skirts,1,5,1,0,1,1.0,1,1,1,1,0.0,0,0.2640072529465095,0.06035660320338471,0.009634330613478393
2008,6,24,2,29,15964,2,B11,2,4,1,43,2,1,0,skirts,2,5,0,0,1,0.5,1,2,1,2,-9.0,0,0.2640072529465095,0.17448171653067393,0.011822302810516773
2008,6,24,3,29,15964,3,C1,4,1,2,28,2,1,0,blouses,3,5,0,0,1,0.3333333333333333,1,3,2,3,-15.0,1,0.2042429737080689,0.0923541855545482,0.00806285886974917
2008,6,24,4,29,15964,3,C2,12,1,1,43,1,1,1,blouses,4,5,0,0,2,0.5,1,4,2,3,15.0,0,0.2042429737080689,0.06035660320338471,0.008304623753399819
2008,6,24,5,29,15964,3,C5,11,2,1,48,1,1,1,blouses,5,5,0,1,3,0.6,1,5,2,4,5.0,0,0.2042429737080689,0.030740404956180113,0.01272892112420671
2008,6,24,1,29,15965,3,C2,12,1,1,43,1,1,1,blouses,1,5,1,0,1,1.0,1,1,1,1,0.0,0,0.2042429737080689,0.06035660320338471,0.008304623753399819
2008,6,24,2,29,15965,1,A35,14,6,2,33,2,2,0,trousers,2,5,0,0,1,0.5,2,2,2,2,-10.0,1,0.3564944091870656,0.08348141432456936,0.0030220610456331218
2008,6,24,3,29,15965,1,A36,1,6,1,33,2,2,0,trousers,3,5,0,0,1,0.3333333333333333,2,3,2,3,0.0,0,0.3564944091870656,0.0504925959504382,0.001861589604110003
2008,6,24,4,29,15965,1,A35,14,6,2,33,2,2,0,trousers,4,5,0,0,1,0.25,2,3,2,3,0.0,0,0.3564944091870656,0.08348141432456936,0.0030220610456331218
2008,6,24,5,29,15965,3,C6,6,2,1,33,2,1,0,blouses,5,5,0,1,1,0.2,2,4,2,4,0.0,1,0.2042429737080689,0.09132668479903294,0.004726503475370202
2008,6,24,1,29,15966,2,B4,10,2,1,52,1,1,1,skirts,1,3,1,0,1,1.0,1,1,1,1,0.0,0,0.2640072529465095,0.027778785131459656,0.027778785131459656
2008,6,24,2,29,15966,2,B2,3,1,2,57,1,1,1,skirts,2,3,0,0,2,1.0,1,2,1,2,5.0,0,0.2640072529465095,0.21770927772741008,0.008570565125415533
2008,6,24,3,29,15966,2,B10,2,4,1,67,1,1,1,skirts,3,3,0,1,3,1.0,1,3,1,3,10.0,0,0.2640072529465095,0.17448171653067393,0.021686310063463284
2008,6,24,1,29,15967,2,B16,12,6,1,52,1,1,1,skirts,1,1,1,1,1,1.0,1,1,1,1,0.0,0,0.2640072529465095,0.06035660320338471,0.010045330915684497
2008,6,24,1,29,15968,3,C5,11,2,1,48,1,1,1,blouses,1,2,1,0,1,1.0,1,1,1,1,0.0,0,0.2042429737080689,0.030740404956180113,0.01272892112420671
2008,6,24,2,29,15968,3,C53,14,6,1,38,2,3,0,blouses,2,2,0,1,1,0.5,2,2,1,2,-10.0,0,0.2042429737080689,0.08348141432456936,0.0026473254759746146
2008,6,24,1,29,15969,2,B16,12,6,1,52,1,1,1,skirts,1,5,1,0,1,1.0,1,1,1,1,0.0,0,0.2640072529465095,0.06035660320338471,0.010045330915684497
2008,6,24,2,29,15969,2,B10,2,4,1,67,1,1,1,skirts,2,5,0,0,2,1.0,1,2,1,2,15.0,0,0.2640072529465095,0.17448171653067393,0.021686310063463284
2008,6,24,3,29,15969,2,B12,2,4,1,38,2,1,0,skirts,3,5,0,0,2,0.6666666666666666,1,3,1,2,-29.0,0,0.2640072529465095,0.17448171653067393,0.010323360531882745
2008,6,24,4,29,15969,3,C33,14,5,1,48,1,2,1,blouses,4,5,0,0,3,0.75,2,4,2,3,10.0,1,0.2042429737080689,0.08348141432456936,0.003082502266545784
2008,6,24,5,29,15969,1,A15,14,5,2,33,2,1,0,trousers,5,5,0,1,3,0.6,2,5,3,3,-15.0,1,0.3564944091870656,0.08348141432456936,0.02076760350559081
2008,6,24,1,29,15970,2,B31,9,5,1,57,1,2,1,skirts,1,3,1,0,1,1.0,1,1,1,1,0.0,0,0.2640072529465095,0.07014808099123603,0.008485947416137805
2008,6,24,2,29,15970,2,B21,12,1,1,67,1,2,1,skirts,2,3,0,0,2,1.0,1,2,1,2,10.0,0,0.2640072529465095,0.06035660320338471,0.005838621940163192
2008,6,24,3,29,15970,2,B27,2,3,1,57,1,2,1,skirts,3,3,0,1,3,1.0,1,3,1,3,-10.0,0,0.2640072529465095,0.17448171653067393,0.005717739498337866
2008,6,24,1,29,15971,3,C40,14,2,2,28,2,3,0,blouses,1,5,1,0,0,0.0,1,1,1,1,0.0,0,0.2042429737080689,0.08348141432456936,0.004823209428830463
2008,6,24,2,29,15971,4,P4,4,2,1,38,1,1,1,sale,2,5,0,0,1,0.5,2,2,2,2,10.0,1,0.175255364158356,0.0923541855545482,0.006491387126019946
2008,6,24,3,29,15971,4,P14,2,5,2,38,1,1,1,sale,3,5,0,0,2,0.6666666666666666,2,3,2,3,0.0,0,0.175255364158356,0.17448171653067393,0.003892414626775461
2008,6,24,4,29,15971,4,P17,2,6,2,38,1,1,1,sale,4,5,0,0,3,0.75,2,4,2,3,0.0,0,0.175255364158356,0.17448171653067393,0.005016621335750982
2008,6,24,5,29,15971,4,P23,6,2,2,28,2,2,0,sale,5,5,0,1,3,0.6,3,5,2,4,-10.0,0,0.175255364158356,0.09132668479903294,0.0036143850105772135
2008,6,24,1,29,15972,2,B13,12,5,2,62,1,1,1,skirts,1,2,1,0,1,1.0,1,1,1,1,0.0,0,0.2640072529465095,0.06035660320338471,0.01627077666968873
2008,6,24,2,29,15972,2,B11,2,4,1,43,2,1,0,skirts,2,2,0,1,1,0.5,1,2,1,2,-19.0,0,0.2640072529465095,0.17448171653067393,0.011822302810516773
2008,6,24,1,29,15973,1,A13,1,5,1,28,2,1,0,trousers,1,2,1,0,0,0.0,1,1,1,1,0.0,0,0.3564944091870656,0.0504925959504382,0.013127833182230281
2008,6,24,2,29,15973,1,A31,6,5,2,62,1,2,1,trousers,2,2,0,1,1,0.5,2,2,1,2,34.0,0,0.3564944091870656,0.09132668479903294,0.008872771229978845
2008,6,24,1,29,15974,4,P16,7,6,1,33,2,1,0,sale,1,3,1,0,0,0.0,1,1,1,1,0.0,0,0.175255364158356,0.03696585071018434,0.010299184043517678
2008,6,24,2,29,15974,4,P16,7,6,1,33,2,1,0,sale,2,3,0,0,0,0.0,1,1,1,1,0.0,0,0.175255364158356,0.03696585071018434,0.010299184043517678
2008,6,24,3,29,15974,1,A31,6,5,2,62,1,2,1,trousers,3,3,0,1,1,0.3333333333333333,2,2,2,2,29.0,1,0.3564944091870656,0.09132668479903294,0.008872771229978845
2008,6,24,1,29,15975,1,A1,8,1,1,28,2,1,0,trousers,1,5,1,0,0,0.0,1,1,1,1,0.0,0,0.3564944091870656,0.024527047446358415,0.022544575400423088
2008,6,24,2,29,15975,1,A2,3,1,1,43,2,1,0,trousers,2,5,0,0,0,0.0,1,2,1,2,15.0,0,0.3564944091870656,0.21770927772741008,0.027126019945602903
2008,6,24,3,29,15975,1,A14,3,5,1,60,1,1,1,trousers,3,5,0,0,1,0.3333333333333333,1,3,1,2,17.0,0,0.3564944091870656,0.21770927772741008,0.006515563614385011
2008,6,24,4,29,15975,1,A15,14,5,2,33,2,1,0,trousers,4,5,0,0,1,0.25,1,4,1,3,-27.0,0,0.3564944091870656,0.08348141432456936,0.02076760350559081
2008,6,24,5,29,15975,1,A5,3,2,1,43,2,1,0,trousers,5,5,0,1,1,0.2,1,5,1,3,10.0,0,0.3564944091870656,0.21770927772741008,0.01861589604110003
2008,6,24,1,29,15976,1,A11,3,4,1,62,1,1,1,trousers,1,3,1,0,1,1.0,1,1,1,1,0.0,0,0.3564944091870656,0.21770927772741008,0.02279842852825627
2008,6,24,2,29,15976,2,B8,4,3,2,52,1,1,1,skirts,2,3,0,0,2,1.0,1,2,2,2,-10.0,1,0.2640072529465095,0.0923541855545482,0.0036022967663946813
2008,6,24,3,29,15976,3,C29,6,4,2,52,1,2,1,blouses,3,3,0,1,3,1.0,2,3,3,3,0.0,1,0.2042429737080689,0.09132668479903294,0.003819885161680266
2008,6,24,1,29,15977,2,B16,12,6,1,52,1,1,1,skirts,1,5,1,0,1,1.0,1,1,1,1,0.0,0,0.2640072529465095,0.06035660320338471,0.010045330915684497
2008,6,24,2,29,15977,2,B12,2,4,1,38,2,1,0,skirts,2,5,0,0,1,0.5,1,2,1,2,-14.0,0,0.2640072529465095,0.17448171653067393,0.010323360531882745
2008,6,24,3,29,15977,2,B11,2,4,1,43,2,1,0,skirts,3,5,0,0,1,0.3333333333333333,1,3,1,2,5.0,0,0.2640072529465095,0.17448171653067393,0.011822302810516773
2008,6,24,4,29,15977,2,B25,6,3,1,38,2,2,0,skirts,4,5,0,0,1,0.25,2,4,1,3,-5.0,0,0.2640072529465095,0.09132668479903294,0.004073738289513448
2008,6,24,5,29,15977,2,B32,6,5,1,38,2,2,0,skirts,5,5,0,1,1,0.2,2,5,1,3,0.0,0,0.2640072529465095,0.09132668479903294,0.007651858567543065
2008,6,24,1,29,15978,1,A2,3,1,1,43,2,1,0,trousers,1,3,1,0,0,0.0,1,1,1,1,0.0,0,0.3564944091870656,0.21770927772741008,0.027126019945602903
2008,6,24,2,29,15978,3,C4,4,2,1,48,1,1,1,blouses,2,3,0,0,1,0.5,1,2,2,2,5.0,1,0.2042429737080689,0.0923541855545482,0.005959504381988516
2008,6,24,3,29,15978,3,C14,9,5,1,23,2,1,0,blouses,3,3,0,1,1,0.3333333333333333,1,3,2,3,-25.0,0,0.2042429737080689,0.07014808099123603,0.007978241160471442
2008,6,24,1,29,15979,2,B24,11,2,1,57,1,2,1,skirts,1,1,1,1,1,1.0,1,1,1,1,0.0,0,0.2640072529465095,0.030740404956180113,0.011834391054699306
2008,6,24,1,24,15980,1,A17,2,6,1,62,1,1,1,trousers,1,3,1,0,1,1.0,1,1,1,1,0.0,0,0.3564944091870656,0.17448171653067393,0.011604714415231188
2008,6,24,2,24,15980,2,B14,2,5,1,62,1,1,1,skirts,2,3,0,0,2,1.0,1,2,2,1,0.0,1,0.2640072529465095,0.17448171653067393,0.008473859171955273
2008,6,24,3,24,15980,3,C4,4,2,1,48,1,1,1,blouses,3,3,0,1,3,1.0,1,3,3,2,-14.0,1,0.2042429737080689,0.0923541855545482,0.005959504381988516
2008,6,24,1,29,15981,1,A3,3,1,1,72,1,1,1,trousers,1,5,1,0,1,1.0,1,1,1,1,0.0,0,0.3564944091870656,0.21770927772741008,0.01564218797219704
2008,6,24,2,29,15981,1,A4,3,2,2,38,2,1,0,trousers,2,5,0,0,1,0.5,1,2,1,1,-34.0,0,0.3564944091870656,0.21770927772741008,0.022375339981867633
2008,6,24,3,29,15981,1,A18,4,6,1,38,2,1,0,trousers,3,5,0,0,1,0.3333333333333333,1,3,1,2,0.0,0,0.3564944091870656,0.0923541855545482,0.006781504986400726
2008,6,24,4,29,15981,1,A15,14,5,2,33,2,1,0,trousers,4,5,0,0,1,0.25,1,4,1,3,-5.0,0,0.3564944091870656,0.08348141432456936,0.02076760350559081
2008,6,24,5,29,15981,1,A21,1,1,1,62,1,2,1,trousers,5,5,0,1,2,0.4,2,5,1,4,29.0,0,0.3564944091870656,0.0504925959504382,0.007809005741915987
2008,6,24,1,29,15982,4,P15,4,5,2,38,1,1,1,sale,1,5,1,0,1,1.0,1,1,1,1,0.0,0,0.175255364158356,0.0923541855545482,0.008606829857963131
2008,6,24,2,29,15982,4,P6,2,2,1,43,1,1,1,sale,2,5,0,0,2,1.0,1,2,1,2,5.0,0,0.175255364158356,0.17448171653067393,0.010311272287700212
2008,6,24,3,29,15982,4,P1,3,1,1,38,1,1,1,sale,3,5,0,0,3,1.0,1,3,1,3,-5.0,0,0.175255364158356,0.21770927772741008,0.018386219401631914
2008,6,24,4,29,15982,4,P2,3,1,1,28,2,1,0,sale,4,5,0,0,3,0.75,1,4,1,3,-10.0,0,0.175255364158356,0.21770927772741008,0.005935327893623451
2008,6,24,5,29,15982,2,B4,10,2,1,52,1,1,1,skirts,5,5,0,1,4,0.8,1,5,2,4,24.0,1,0.2640072529465095,0.027778785131459656,0.027778785131459656
2008,6,24,1,29,15983,1,A4,3,2,2,38,2,1,0,trousers,1,4,1,0,0,0.0,1,1,1,1,0.0,0,0.3564944091870656,0.21770927772741008,0.022375339981867633
2008,6,24,2,29,15983,1,A15,14,5,2,33,2,1,0,trousers,2,4,0,0,0,0.0,1,2,1,2,-5.0,0,0.3564944091870656,0.08348141432456936,0.02076760350559081
2008,6,24,3,29,15983,1,A24,2,2,1,48,1,2,1,trousers,3,4,0,0,1,0.3333333333333333,2,3,1,3,15.0,0,0.3564944091870656,0.17448171653067393,0.0019703838017527953
2008,6,24,4,29,15983,1,A36,1,6,1,33,2,2,0,trousers,4,4,0,1,1,0.25,2,4,1,4,-15.0,0,0.3564944091870656,0.0504925959504382,0.001861589604110003
2008,6,24,1,29,15984,1,A4,3,2,2,38,2,1,0,trousers,1,3,1,0,0,0.0,1,1,1,1,0.0,0,0.3564944091870656,0.21770927772741008,0.022375339981867633
2008,6,24,2,29,15984,1,A29,2,4,1,60,1,2,1,trousers,2,3,0,0,1,0.5,2,2,1,2,22.0,0,0.3564944091870656,0.17448171653067393,0.004073738289513448
2008,6,24,3,29,15984,1,A41,4,2,1,43,2,3,0,trousers,3,3,0,1,1,0.3333333333333333,3,3,1,3,-17.0,0,0.3564944091870656,0.0923541855545482,0.0037110909640374738
2008,6,24,1,29,15985,2,B31,9,5,1,57,1,2,1,skirts,1,1,1,1,1,1.0,1,1,1,1,0.0,0,0.2640072529465095,0.07014808099123603,0.008485947416137805
2008,6,24,1,29,15986,1,A4,3,2,2,38,2,1,0,trousers,1,2,1,0,0,0.0,1,1,1,1,0.0,0,0.3564944091870656,0.21770927772741008,0.022375339981867633
2008,6,24,2,29,15986,1,A26,2,3,1,38,2,2,0,trousers,2,2,0,1,0,0.0,2,2,1,2,0.0,0,0.3564944091870656,0.17448171653067393,0.0029132668479903293
2008,6,24,1,29,15987,4,P15,4,5,2,38,1,1,1,sale,1,5,1,0,1,1.0,1,1,1,1,0.0,0,0.175255364158356,0.0923541855545482,0.008606829857963131
2008,6,24,2,29,15987,4,P12,4,4,1,33,2,1,0,sale,2,5,0,0,1,0.5,1,2,1,1,-5.0,0,0.175255364158356,0.0923541855545482,0.005693563009972802
2008,6,24,3,29,15987,2,B1,4,1,1,57,1,1,1,skirts,3,5,0,0,2,0.6666666666666666,1,3,2,1,24.0,1,0.2640072529465095,0.0923541855545482,0.012269567845270474
2008,6,24,4,29,15987,2,B10,2,4,1,67,1,1,1,skirts,4,5,0,0,3,0.75,1,4,2,2,10.0,0,0.2640072529465095,0.17448171653067393,0.021686310063463284
2008,6,24,5,29,15987,2,B4,10,2,1,52,1,1,1,skirts,5,5,0,1,4,0.8,1,5,2,3,-15.0,0,0.2640072529465095,0.027778785131459656,0.027778785131459656
2008,6,24,1,29,15988,2,B1,4,1,1,57,1,1,1,skirts,1,5,1,0,1,1.0,1,1,1,1,0.0,0,0.2640072529465095,0.0923541855545482,0.012269567845270474
2008,6,24,2,29,15988,2,B6,2,2,1,52,1,1,1,skirts,2,5,0,0,2,1.0,1,2,1,2,-5.0,0,0.2640072529465095,0.17448171653067393,0.00490782713810819
2008,6,24,3,29,15988,3,C12,14,4,1,43,1,1,1,blouses,3,5,0,0,3,1.0,1,3,2,3,-9.0,1,0.2042429737080689,0.08348141432456936,0.005330915684496827
2008,6,24,4,29,15988,3,C14,9,5,1,23,2,1,0,blouses,4,5,0,0,3,0.75,1,4,2,4,-20.0,0,0.2042429737080689,0.07014808099123603,0.007978241160471442
2008,6,24,5,29,15988,3,C17,14,6,1,48,1,1,1,blouses,5,5,0,1,4,0.8,1,5,2,4,25.0,0,0.2042429737080689,0.08348141432456936,0.00971894832275612
2008,6,24,1,29,15989,2,B13,12,5,2,62,1,1,1,skirts,1,1,1,1,1,1.0,1,1,1,1,0.0,0,0.2640072529465095,0.06035660320338471,0.01627077666968873
2008,6,24,1,29,15990,2,B12,2,4,1,38,2,1,0,skirts,1,5,1,0,0,0.0,1,1,1,1,0.0,0,0.2640072529465095,0.17448171653067393,0.010323360531882745
2008,6,24,2,29,15990,2,B31,9,5,1,57,1,2,1,skirts,2,5,0,0,1,0.5,2,2,1,2,19.0,0,0.2640072529465095,0.07014808099123603,0.008485947416137805
2008,6,24,3,29,15990,2,B19,13,1,1,38,2,2,0,skirts,3,5,0,0,1,0.3333333333333333,2,3,1,3,-19.0,0,0.2640072529465095,0.033593230583257784,0.0061891810214566335
