month,day,order,country,session ID,page 2 (clothing model),colour,location,model photography,price,page,main_category,higher_than_average
5,16,28,Poland,9513,P46,white,4,en face,28,3,sale,0
5,16,29,Poland,9513,P55,white,1,profile,33,4,sale,0
5,16,30,Poland,9513,P82,gray,4,profile,48,5,sale,1
5,16,31,Poland,9513,P1,blue,1,en face,38,1,sale,1
5,16,32,Poland,9513,P2,blue,1,en face,28,1,sale,0
5,16,33,Poland,9513,P23,gray,2,profile,28,2,sale,0
5,16,34,Poland,9513,P42,gray,2,profile,28,3,sale,0
5,16,35,Poland,9513,P49,white,5,en face,33,3,sale,0
5,16,36,Poland,9513,P48,of many colors,4,profile,33,3,sale,0
5,16,37,Poland,9513,P47,white,4,en face,28,3,sale,0
5,16,38,Poland,9513,P61,beige,3,profile,28,4,sale,0
5,16,39,Poland,9513,P67,of many colors,5,en face,38,4,sale,1
5,16,40,Poland,9513,P65,of many colors,4,profile,43,4,sale,1
5,16,41,Poland,9513,P72,white,6,en face,33,4,sale,0
5,16,42,Poland,9513,P77,green,2,en face,43,5,sale,1
5,16,43,Poland,9513,C1,brown,1,profile,28,1,blouses,0
5,16,44,Poland,9513,A5,blue,2,en face,43,1,trousers,0
5,16,45,Poland,9513,A3,blue,1,en face,72,1,trousers,1
5,16,46,Poland,9513,A6,blue,2,en face,43,1,trousers,0
5,16,47,Poland,9513,A8,blue,3,en face,62,1,trousers,1
5,16,48,Poland,9513,A9,blue,3,en face,82,1,trousers,1
5,16,49,Poland,9513,A10,blue,4,en face,38,1,trousers,0
5,16,50,Poland,9513,A9,blue,3,en face,82,1,trousers,1
5,16,1,Poland,9514,A32,black,5,en face,38,2,trousers,0
5,16,2,Poland,9514,A32,black,5,en face,38,2,trousers,0
5,16,3,Poland,9514,A33,beige,5,en face,38,2,trousers,0
5,16,4,Poland,9514,A37,black,1,en face,62,3,trousers,1
5,16,5,Poland,9514,A38,gray,1,en face,62,3,trousers,1
5,16,6,Poland,9514,A33,beige,5,en face,38,2,trousers,0
5,16,7,Poland,9514,A32,black,5,en face,38,2,trousers,0
5,16,1,Poland,9515,B20,navy blue,1,en face,43,2,skirts,0
5,16,1,Poland,9516,A16,beige,6,en face,33,1,trousers,0
5,16,2,Poland,9516,A13,beige,5,en face,28,1,trousers,0
5,16,3,Poland,9516,A4,blue,2,profile,38,1,trousers,0
5,16,4,Poland,9516,A15,white,5,profile,33,1,trousers,0
5,16,5,Poland,9516,A31,gray,5,profile,62,2,trousers,1
5,16,6,Poland,9516,A31,gray,5,profile,62,2,trousers,1
5,16,7,Poland,9516,A23,gray,2,profile,33,2,trousers,0
5,16,8,Poland,9516,A28,beige,4,profile,43,2,trousers,0
5,16,9,Poland,9516,A41,brown,2,en face,43,3,trousers,0
5,16,10,Poland,9516,A31,gray,5,profile,62,2,trousers,1
5,16,11,Poland,9516,C17,white,6,en face,48,1,blouses,1
5,16,12,Poland,9516,C12,white,4,en face,43,1,blouses,1
5,16,13,Poland,9516,C10,of many colors,4,profile,28,1,blouses,0
5,16,14,Poland,9516,C18,of many colors,6,en face,48,1,blouses,1
5,16,15,Poland,9516,C27,pink,3,en face,48,2,blouses,1
5,16,16,Poland,9516,C33,white,5,en face,48,2,blouses,1
5,16,17,Poland,9516,C28,black,4,profile,48,2,blouses,1
5,16,18,Poland,9516,C35,of many colors,6,en face,50,2,blouses,1
5,16,19,Poland,9516,C36,white,6,en face,43,2,blouses,1
5,16,20,Poland,9516,C42,green,2,en face,28,3,blouses,0
5,16,21,Poland,9516,C46,black,4,en face,48,3,blouses,1
5,16,22,Poland,9516,A31,gray,5,profile,62,2,trousers,1
5,16,23,Poland,9516,A31,gray,5,profile,62,2,trousers,1
5,16,24,Poland,9516,A31,gray,5,profile,62,2,trousers,1
5,16,25,Poland,9516,A31,gray,5,profile,62,2,trousers,1
5,16,26,Poland,9516,A31,gray,5,profile,62,2,trousers,1
5,16,27,Poland,9516,A31,gray,5,profile,62,2,trousers,1
5,16,28,Poland,9516,A31,gray,5,profile,62,2,trousers,1
5,16,29,Poland,9516,A31,gray,5,profile,62,2,trousers,1
5,16,30,Poland,9516,A31,gray,5,profile,62,2,trousers,1
5,16,31,Poland,9516,A31,gray,5,profile,62,2,trousers,1
5,16,32,Poland,9516,A31,gray,5,profile,62,2,trousers,1
5,16,33,Poland,9516,A31,gray,5,profile,62,2,trousers,1
5,16,1,Poland,9517,A2,blue,1,en face,43,1,trousers,0
5,16,2,Poland,9517,A3,blue,1,en face,72,1,trousers,1
5,16,3,Poland,9517,A6,blue,2,en face,43,1,trousers,0
5,16,4,Poland,9517,A11,blue,4,en face,62,1,trousers,1
5,16,5,Poland,9517,A8,blue,3,en face,62,1,trousers,1
5,16,6,Poland,9517,A13,beige,5,en face,28,1,trousers,0
5,16,7,Poland,9517,B17,gray,6,profile,38,1,skirts,0
5,16,8,Poland,9517,B4,olive,2,en face,52,1,skirts,1
5,16,9,Poland,9517,C55,violet,1,en face,48,4,blouses,1
5,16,10,Poland,9517,P77,green,2,en face,43,5,sale,1
5,16,11,Poland,9517,P77,green,2,en face,43,5,sale,1
5,16,12,Poland,9517,C55,violet,1,en face,48,4,blouses,1
5,16,1,Poland,9518,B19,violet,1,en face,38,2,skirts,0
5,16,2,Poland,9518,B32,gray,5,en face,38,2,skirts,0
5,16,3,Poland,9518,C41,violet,2,en face,28,3,blouses,0
5,16,1,Poland,9519,C5,pink,2,en face,48,1,blouses,1
5,16,2,Poland,9519,C15,gray,5,en face,33,1,blouses,0
5,16,3,Poland,9519,C8,black,3,profile,48,1,blouses,1
5,16,1,Poland,9520,C19,red,1,en face,48,2,blouses,1
5,16,2,Poland,9520,C40,white,2,profile,28,3,blouses,0
5,16,3,Poland,9520,A2,blue,1,en face,43,1,trousers,0
5,16,1,Czech Republic,9521,C56,gray,1,profile,57,4,blouses,1
5,16,1,Poland,9522,A14,blue,5,en face,60,1,trousers,1
5,16,2,Poland,9522,A15,white,5,profile,33,1,trousers,0
5,16,3,Poland,9522,B4,olive,2,en face,52,1,skirts,1
5,16,4,Poland,9522,B14,black,5,en face,62,1,skirts,1
5,16,1,Poland,9523,A18,brown,6,en face,38,1,trousers,0
5,16,2,Poland,9523,A17,black,6,en face,62,1,trousers,1
5,16,3,Poland,9523,A4,blue,2,profile,38,1,trousers,0
5,16,4,Poland,9523,C12,white,4,en face,43,1,blouses,1
5,16,5,Poland,9523,C17,white,6,en face,48,1,blouses,1
5,16,6,Poland,9523,C8,black,3,profile,48,1,blouses,1
5,16,7,Poland,9523,P16,green,6,en face,33,1,sale,0
5,16,1,Poland,9524,P7,brown,3,profile,28,1,sale,0
5,16,2,Poland,9524,A15,white,5,profile,33,1,trousers,0
5,16,3,Poland,9524,B13,red,5,profile,62,1,skirts,1
5,16,4,Poland,9524,C18,of many colors,6,en face,48,1,blouses,1
5,16,5,Poland,9524,C5,pink,2,en face,48,1,blouses,1
5,16,6,Poland,9524,C4,brown,2,en face,48,1,blouses,1
5,16,7,Poland,9524,A5,blue,2,en face,43,1,trousers,0
5,16,8,Poland,9524,P18,black,6,en face,28,1,sale,0
5,16,9,Poland,9524,B7,gray,3,en face,38,1,skirts,0
5,16,1,Poland,9525,B1,brown,1,en face,57,1,skirts,1
5,16,2,Poland,9525,B3,red,1,en face,52,1,skirts,1
5,16,3,Poland,9525,B4,olive,2,en face,52,1,skirts,1
5,16,4,Poland,9525,B15,of many colors,5,en face,38,1,skirts,0
5,16,5,Poland,9525,B16,red,6,en face,52,1,skirts,1
5,16,6,Poland,9525,B17,gray,6,profile,38,1,skirts,0
5,16,7,Poland,9525,B26,violet,3,en face,57,2,skirts,1
5,16,8,Poland,9525,B25,gray,3,en face,38,2,skirts,0
5,16,9,Poland,9525,B24,pink,2,en face,57,2,skirts,1
5,16,10,Poland,9525,B24,pink,2,en face,57,2,skirts,1
5,16,11,Poland,9525,B19,violet,1,en face,38,2,skirts,0
5,16,12,Poland,9525,B31,of many colors,5,en face,57,2,skirts,1
5,16,13,Poland,9525,A27,blue,3,en face,55,2,trousers,1
5,16,14,Poland,9525,C7,violet,3,en face,48,1,blouses,1
5,16,15,Poland,9525,C20,violet,1,profile,48,2,blouses,1
5,16,16,Poland,9525,C29,gray,4,profile,52,2,blouses,1
5,16,17,Poland,9525,C30,black,4,profile,28,2,blouses,0
5,16,1,Poland,9526,P6,black,2,en face,43,1,sale,1
5,16,2,Poland,9526,P16,green,6,en face,33,1,sale,0
5,16,1,Czech Republic,9527,A33,beige,5,en face,38,2,trousers,0
5,16,2,Czech Republic,9527,A31,gray,5,profile,62,2,trousers,1
5,16,3,Czech Republic,9527,A33,beige,5,en face,38,2,trousers,0
5,16,4,Czech Republic,9527,A28,beige,4,profile,43,2,trousers,0
5,16,5,Czech Republic,9527,A16,beige,6,en face,33,1,trousers,0
5,16,6,Czech Republic,9527,B4,olive,2,en face,52,1,skirts,1
5,16,7,Czech Republic,9527,B2,blue,1,profile,57,1,skirts,1
5,16,8,Czech Republic,9527,B34,black,6,en face,48,2,skirts,0
5,16,9,Czech Republic,9527,B9,beige,3,en face,48,1,skirts,0
5,16,10,Czech Republic,9527,C11,green,4,en face,33,1,blouses,0
5,16,11,Czech Republic,9527,C7,violet,3,en face,48,1,blouses,1
5,16,12,Czech Republic,9527,C8,black,3,profile,48,1,blouses,1
5,16,13,Czech Republic,9527,C1,brown,1,profile,28,1,blouses,0
5,16,14,Czech Republic,9527,C34,green,6,en face,48,2,blouses,1
5,16,15,Czech Republic,9527,C36,white,6,en face,43,2,blouses,1
5,16,1,Poland,9528,B2,blue,1,profile,57,1,skirts,1
5,16,2,Poland,9528,A5,blue,2,en face,43,1,trousers,0
5,16,3,Poland,9528,A8,blue,3,en face,62,1,trousers,1
5,16,4,Poland,9528,A31,gray,5,profile,62,2,trousers,1
5,16,5,Poland,9528,A27,blue,3,en face,55,2,trousers,1
5,16,1,Poland,9529,A7,blue,3,en face,43,1,trousers,0
5,16,2,Poland,9529,A3,blue,1,en face,72,1,trousers,1
5,16,1,Poland,9530,B15,of many colors,5,en face,38,1,skirts,0
5,16,2,Poland,9530,B14,black,5,en face,62,1,skirts,1
5,16,3,Poland,9530,B12,black,4,en face,38,1,skirts,0
5,16,1,Poland,9531,B11,black,4,en face,43,1,skirts,0
5,16,2,Poland,9531,B1,brown,1,en face,57,1,skirts,1
5,16,3,Poland,9531,B4,olive,2,en face,52,1,skirts,1
5,16,4,Poland,9531,B13,red,5,profile,62,1,skirts,1
5,16,5,Poland,9531,B16,red,6,en face,52,1,skirts,1
5,16,1,Poland,9532,C33,white,5,en face,48,2,blouses,1
5,16,2,Poland,9532,C33,white,5,en face,48,2,blouses,1
5,16,1,Slovakia,9533,A11,blue,4,en face,62,1,trousers,1
5,16,2,Slovakia,9533,A7,blue,3,en face,43,1,trousers,0
5,16,3,Slovakia,9533,A2,blue,1,en face,43,1,trousers,0
5,16,4,Slovakia,9533,A2,blue,1,en face,43,1,trousers,0
5,16,5,Slovakia,9533,A12,black,4,en face,38,1,trousers,0
5,16,6,Slovakia,9533,A1,navy blue,1,en face,28,1,trousers,0
5,16,7,Slovakia,9533,A3,blue,1,en face,72,1,trousers,1
5,16,8,Slovakia,9533,A2,blue,1,en face,43,1,trousers,0
5,16,9,Slovakia,9533,A9,blue,3,en face,82,1,trousers,1
5,16,10,Slovakia,9533,A10,blue,4,en face,38,1,trousers,0
5,16,11,Slovakia,9533,A11,blue,4,en face,62,1,trousers,1
5,16,12,Slovakia,9533,A12,black,4,en face,38,1,trousers,0
5,16,13,Slovakia,9533,A14,blue,5,en face,60,1,trousers,1
5,16,14,Slovakia,9533,A9,blue,3,en face,82,1,trousers,1
5,16,15,Slovakia,9533,A8,blue,3,en face,62,1,trousers,1
5,16,16,Slovakia,9533,A7,blue,3,en face,43,1,trousers,0
5,16,17,Slovakia,9533,A6,blue,2,en face,43,1,trousers,0
5,16,18,Slovakia,9533,A5,blue,2,en face,43,1,trousers,0
5,16,19,Slovakia,9533,A4,blue,2,profile,38,1,trousers,0
5,16,20,Slovakia,9533,A14,blue,5,en face,60,1,trousers,1
5,16,21,Slovakia,9533,A3,blue,1,en face,72,1,trousers,1
5,16,22,Slovakia,9533,A2,blue,1,en face,43,1,trousers,0
5,16,23,Slovakia,9533,A1,navy blue,1,en face,28,1,trousers,0
5,16,24,Slovakia,9533,A27,blue,3,en face,55,2,trousers,1
5,16,25,Slovakia,9533,A11,blue,4,en face,62,1,trousers,1
5,16,1,Poland,9534,B27,black,3,en face,57,2,skirts,1
5,16,1,Poland,9535,A15,white,5,profile,33,1,trousers,0
5,16,2,Poland,9535,A10,blue,4,en face,38,1,trousers,0
5,16,3,Poland,9535,A12,black,4,en face,38,1,trousers,0
5,16,1,Poland,9536,P4,brown,2,en face,38,1,sale,1
5,16,2,Poland,9536,B14,black,5,en face,62,1,skirts,1
5,16,3,Poland,9536,B4,olive,2,en face,52,1,skirts,1
5,16,4,Poland,9536,C12,white,4,en face,43,1,blouses,1
5,16,1,Poland,9537,P50,gray,5,profile,33,3,sale,0
5,16,1,Poland,9538,P50,gray,5,profile,33,3,sale,0
5,16,1,Czech Republic,9539,B31,of many colors,5,en face,57,2,skirts,1
5,16,1,net (*.net),9540,A8,blue,3,en face,62,1,trousers,1
5,16,2,net (*.net),9540,A42,gray,2,en face,28,3,trousers,0
5,16,1,Poland,9541,P5,blue,2,en face,23,1,sale,0
5,16,2,Poland,9541,P10,brown,4,profile,65,1,sale,1
5,16,3,Poland,9541,P49,white,5,en face,33,3,sale,0
5,16,4,Poland,9541,P61,beige,3,profile,28,4,sale,0
5,16,5,Poland,9541,P61,beige,3,profile,28,4,sale,0
5,16,6,Poland,9541,P55,white,1,profile,33,4,sale,0
5,16,7,Poland,9541,P60,white,2,en face,28,4,sale,0
5,16,8,Poland,9541,P75,green,1,en face,33,5,sale,0
5,16,9,Poland,9541,A16,beige,6,en face,33,1,trousers,0
5,16,10,Poland,9541,A21,beige,1,en face,62,2,trousers,1
5,16,11,Poland,9541,B24,pink,2,en face,57,2,skirts,1
5,16,12,Poland,9541,C16,violet,6,en face,28,1,blouses,0
5,16,13,Poland,9541,C26,white,3,en face,28,2,blouses,0
5,16,14,Poland,9541,C33,white,5,en face,48,2,blouses,1
5,16,15,Poland,9541,C42,green,2,en face,28,3,blouses,0
5,16,1,Poland,9542,A42,gray,2,en face,28,3,trousers,0
5,16,2,Poland,9542,A37,black,1,en face,62,3,trousers,1
5,16,3,Poland,9542,A10,blue,4,en face,38,1,trousers,0
5,16,4,Poland,9542,A6,blue,2,en face,43,1,trousers,0
5,16,5,Poland,9542,A10,blue,4,en face,38,1,trousers,0
5,16,1,Poland,9543,C2,red,1,en face,43,1,blouses,1
5,16,2,Poland,9543,C12,white,4,en face,43,1,blouses,1
5,16,3,Poland,9543,C23,blue,2,en face,43,2,blouses,1
5,16,4,Poland,9543,C43,gray,3,profile,28,3,blouses,0
5,16,5,Poland,9543,C55,violet,1,en face,48,4,blouses,1
5,16,6,Poland,9543,B16,red,6,en face,52,1,skirts,1
5,16,7,Poland,9543,P1,blue,1,en face,38,1,sale,1
5,16,8,Poland,9543,P15,brown,5,profile,38,1,sale,1
5,16,9,Poland,9543,P33,of many colors,5,en face,43,2,sale,1
5,16,10,Poland,9543,P36,black,6,en face,43,2,sale,1
5,16,11,Poland,9543,P37,black,1,en face,43,3,sale,1
5,16,12,Poland,9543,P38,of many colors,1,en face,33,3,sale,0
5,16,13,Poland,9543,P62,red,3,profile,33,4,sale,0
5,16,14,Poland,9543,P78,white,2,profile,48,5,sale,1
5,16,1,Poland,9544,C17,white,6,en face,48,1,blouses,1
5,16,2,Poland,9544,C34,green,6,en face,48,2,blouses,1
5,16,3,Poland,9544,C35,of many colors,6,en face,50,2,blouses,1
5,16,4,Poland,9544,C40,white,2,profile,28,3,blouses,0
5,16,5,Poland,9544,C50,of many colors,5,profile,20,3,blouses,0
5,16,6,Poland,9544,C51,gray,5,en face,20,3,blouses,0
5,16,7,Poland,9544,C56,gray,1,profile,57,4,blouses,1
5,16,8,Poland,9544,B4,olive,2,en face,52,1,skirts,1
5,16,9,Poland,9544,B31,of many colors,5,en face,57,2,skirts,1
5,16,10,Poland,9544,B30,of many colors,4,en face,57,2,skirts,1
5,16,11,Poland,9544,B23,green,2,en face,38,2,skirts,0
5,16,12,Poland,9544,B12,black,4,en face,38,1,skirts,0
5,16,13,Poland,9544,P1,blue,1,en face,38,1,sale,1
5,16,14,Poland,9544,P12,brown,4,en face,33,1,sale,0
5,16,15,Poland,9544,P17,black,6,profile,38,1,sale,1
5,16,1,Poland,9545,B13,red,5,profile,62,1,skirts,1
5,16,2,Poland,9545,B14,black,5,en face,62,1,skirts,1
5,16,3,Poland,9545,B17,gray,6,profile,38,1,skirts,0
5,16,1,Poland,9546,P29,burgundy,4,profile,33,2,sale,0
5,16,2,Poland,9546,P23,gray,2,profile,28,2,sale,0
5,16,3,Poland,9546,P61,beige,3,profile,28,4,sale,0
5,16,4,Poland,9546,P82,gray,4,profile,48,5,sale,1
5,16,5,Poland,9546,P77,green,2,en face,43,5,sale,1
5,16,6,Poland,9546,P78,white,2,profile,48,5,sale,1
5,16,7,Poland,9546,P74,red,1,profile,33,5,sale,0
5,16,1,Poland,9547,C36,white,6,en face,43,2,blouses,1
5,16,2,Poland,9547,B9,beige,3,en face,48,1,skirts,0
5,16,3,Poland,9547,B24,pink,2,en face,57,2,skirts,1
5,16,4,Poland,9547,B19,violet,1,en face,38,2,skirts,0
5,16,5,Poland,9547,B34,black,6,en face,48,2,skirts,0
5,16,1,Poland,9548,A16,beige,6,en face,33,1,trousers,0
5,16,1,Poland,9549,B13,red,5,profile,62,1,skirts,1
5,16,2,Poland,9549,B4,olive,2,en face,52,1,skirts,1
5,16,3,Poland,9549,B28,of many colors,4,en face,38,2,skirts,0
5,16,1,Poland,9550,B23,green,2,en face,38,2,skirts,0
5,16,2,Poland,9550,B31,of many colors,5,en face,57,2,skirts,1
5,16,3,Poland,9550,B30,of many colors,4,en face,57,2,skirts,1
5,16,4,Poland,9550,B15,of many colors,5,en face,38,1,skirts,0
5,16,1,Poland,9551,A1,navy blue,1,en face,28,1,trousers,0
5,16,2,Poland,9551,B1,brown,1,en face,57,1,skirts,1
5,16,1,Poland,9552,B31,of many colors,5,en face,57,2,skirts,1
5,16,2,Poland,9552,B30,of many colors,4,en face,57,2,skirts,1
5,16,3,Poland,9552,B28,of many colors,4,en face,38,2,skirts,0
5,16,4,Poland,9552,B25,gray,3,en face,38,2,skirts,0
5,16,5,Poland,9552,B13,red,5,profile,62,1,skirts,1
5,16,1,Poland,9553,P15,brown,5,profile,38,1,sale,1
5,16,2,Poland,9553,A11,blue,4,en face,62,1,trousers,1
5,16,1,Poland,9554,B23,green,2,en face,38,2,skirts,0
5,16,2,Poland,9554,P16,green,6,en face,33,1,sale,0
5,16,3,Poland,9554,P48,of many colors,4,profile,33,3,sale,0
5,16,4,Poland,9554,P47,white,4,en face,28,3,sale,0
5,16,5,Poland,9554,P51,of many colors,5,en face,28,3,sale,0
5,16,6,Poland,9554,A4,blue,2,profile,38,1,trousers,0
5,16,1,Poland,9555,B11,black,4,en face,43,1,skirts,0
5,16,1,Poland,9556,B10,black,4,en face,67,1,skirts,1
5,16,2,Poland,9556,B15,of many colors,5,en face,38,1,skirts,0
5,16,3,Poland,9556,B13,red,5,profile,62,1,skirts,1
5,16,4,Poland,9556,B11,black,4,en face,43,1,skirts,0
5,16,1,Poland,9557,C14,of many colors,5,en face,23,1,blouses,0
5,16,2,Poland,9557,C13,of many colors,5,en face,48,1,blouses,1
5,16,3,Poland,9557,C17,white,6,en face,48,1,blouses,1
5,16,4,Poland,9557,C19,red,1,en face,48,2,blouses,1
5,16,5,Poland,9557,C38,violet,1,en face,38,3,blouses,0
5,16,6,Poland,9557,C46,black,4,en face,48,3,blouses,1
5,16,7,Poland,9557,C7,violet,3,en face,48,1,blouses,1
5,16,8,Poland,9557,C5,pink,2,en face,48,1,blouses,1
5,16,9,Poland,9557,P12,brown,4,en face,33,1,sale,0
5,16,10,Poland,9557,P6,black,2,en face,43,1,sale,1
5,16,11,Poland,9557,P37,black,1,en face,43,3,sale,1
5,16,12,Poland,9557,P39,white,1,en face,43,3,sale,1
5,16,13,Poland,9557,P39,white,1,en face,43,3,sale,1
5,16,14,Poland,9557,B31,of many colors,5,en face,57,2,skirts,1
5,16,15,Poland,9557,B21,red,1,en face,67,2,skirts,1
5,16,1,Poland,9558,P33,of many colors,5,en face,43,2,sale,1
5,16,2,Poland,9558,B11,black,4,en face,43,1,skirts,0
5,16,3,Poland,9558,B17,gray,6,profile,38,1,skirts,0
5,16,4,Poland,9558,B23,green,2,en face,38,2,skirts,0
5,16,5,Poland,9558,B28,of many colors,4,en face,38,2,skirts,0
5,16,6,Poland,9558,A15,white,5,profile,33,1,trousers,0
5,16,7,Poland,9558,A39,brown,1,en face,38,3,trousers,0
5,16,8,Poland,9558,A3,blue,1,en face,72,1,trousers,1
5,16,9,Poland,9558,A6,blue,2,en face,43,1,trousers,0
5,16,1,net (*.net),9559,B15,of many colors,5,en face,38,1,skirts,0
5,16,2,net (*.net),9559,C17,white,6,en face,48,1,blouses,1
5,16,3,net (*.net),9559,C14,of many colors,5,en face,23,1,blouses,0
5,16,4,net (*.net),9559,B11,black,4,en face,43,1,skirts,0
5,16,5,net (*.net),9559,B10,black,4,en face,67,1,skirts,1
5,16,6,net (*.net),9559,C15,gray,5,en face,33,1,blouses,0
5,16,1,Poland,9560,B4,olive,2,en face,52,1,skirts,1
5,16,2,Poland,9560,P27,gray,3,profile,33,2,sale,0
5,16,3,Poland,9560,P24,gray,2,en face,43,2,sale,1
5,16,1,Poland,9561,B10,black,4,en face,67,1,skirts,1
5,16,2,Poland,9561,B12,black,4,en face,38,1,skirts,0
5,16,3,Poland,9561,B14,black,5,en face,62,1,skirts,1
5,16,4,Poland,9561,B21,red,1,en face,67,2,skirts,1
5,16,5,Poland,9561,B20,navy blue,1,en face,43,2,skirts,0
5,16,6,Poland,9561,B23,green,2,en face,38,2,skirts,0
5,16,7,Poland,9561,B10,black,4,en face,67,1,skirts,1
5,16,8,Poland,9561,A21,beige,1,en face,62,2,trousers,1
5,16,9,Poland,9561,A33,beige,5,en face,38,2,trousers,0
5,16,1,Poland,9562,A11,blue,4,en face,62,1,trousers,1
5,16,2,Poland,9562,A4,blue,2,profile,38,1,trousers,0
5,16,3,Poland,9562,A15,white,5,profile,33,1,trousers,0
5,16,4,Poland,9562,A13,beige,5,en face,28,1,trousers,0
5,16,5,Poland,9562,P4,brown,2,en face,38,1,sale,1
5,16,6,Poland,9562,A13,beige,5,en face,28,1,trousers,0
5,16,7,Poland,9562,A10,blue,4,en face,38,1,trousers,0
5,16,8,Poland,9562,A35,white,6,profile,33,2,trousers,0
5,16,1,Poland,9563,B17,gray,6,profile,38,1,skirts,0
5,16,2,Poland,9563,B10,black,4,en face,67,1,skirts,1
5,16,3,Poland,9563,C12,white,4,en face,43,1,blouses,1
5,16,4,Poland,9563,C5,pink,2,en face,48,1,blouses,1
5,16,5,Poland,9563,P16,green,6,en face,33,1,sale,0
5,16,6,Poland,9563,P15,brown,5,profile,38,1,sale,1
5,16,7,Poland,9563,P5,blue,2,en face,23,1,sale,0
5,16,8,Poland,9563,P33,of many colors,5,en face,43,2,sale,1
5,16,9,Poland,9563,P21,brown,1,en face,33,2,sale,0
5,16,10,Poland,9563,P1,blue,1,en face,38,1,sale,1
5,16,11,Poland,9563,P55,white,1,profile,33,4,sale,0
5,16,1,Poland,9564,A2,blue,1,en face,43,1,trousers,0
5,16,2,Poland,9564,A8,blue,3,en face,62,1,trousers,1
5,16,3,Poland,9564,A9,blue,3,en face,82,1,trousers,1
5,16,4,Poland,9564,A10,blue,4,en face,38,1,trousers,0
5,16,5,Poland,9564,A10,blue,4,en face,38,1,trousers,0
5,16,6,Poland,9564,A11,blue,4,en face,62,1,trousers,1
5,16,7,Poland,9564,P1,blue,1,en face,38,1,sale,1
5,16,8,Poland,9564,P4,brown,2,en face,38,1,sale,1
5,16,9,Poland,9564,P3,black,1,en face,48,1,sale,1
5,16,10,Poland,9564,A11,blue,4,en face,62,1,trousers,1
5,16,11,Poland,9564,A10,blue,4,en face,38,1,trousers,0
5,16,12,Poland,9564,B10,black,4,en face,67,1,skirts,1
5,16,13,Poland,9564,B14,black,5,en face,62,1,skirts,1
5,16,1,Poland,9565,A27,blue,3,en face,55,2,trousers,1
5,16,2,Poland,9565,A41,brown,2,en face,43,3,trousers,0
5,16,1,Czech Republic,9566,A35,white,6,profile,33,2,trousers,0
5,16,2,Czech Republic,9566,A19,red,1,profile,33,2,trousers,0
5,16,3,Czech Republic,9566,A4,blue,2,profile,38,1,trousers,0
5,16,4,Czech Republic,9566,C57,burgundy,1,profile,33,4,blouses,0
5,16,1,Poland,9567,B14,black,5,en face,62,1,skirts,1
5,16,1,Poland,9568,A1,navy blue,1,en face,28,1,trousers,0
5,16,2,Poland,9568,A3,blue,1,en face,72,1,trousers,1
5,16,3,Poland,9568,A15,white,5,profile,33,1,trousers,0
5,16,4,Poland,9568,B17,gray,6,profile,38,1,skirts,0
5,16,5,Poland,9568,C5,pink,2,en face,48,1,blouses,1
5,16,6,Poland,9568,C40,white,2,profile,28,3,blouses,0
5,16,7,Poland,9568,C49,brown,5,profile,26,3,blouses,0
5,16,8,Poland,9568,C53,white,6,en face,38,3,blouses,0
5,16,9,Poland,9568,C55,violet,1,en face,48,4,blouses,1
5,16,10,Poland,9568,C59,burgundy,2,profile,52,4,blouses,1
5,16,11,Poland,9568,C58,white,2,profile,48,4,blouses,1
5,16,12,Poland,9568,C57,burgundy,1,profile,33,4,blouses,0
5,16,13,Poland,9568,P8,black,3,en face,28,1,sale,0
5,16,14,Poland,9568,P7,brown,3,profile,28,1,sale,0
5,16,15,Poland,9568,P26,brown,3,en face,43,2,sale,1
5,16,16,Poland,9568,P48,of many colors,4,profile,33,3,sale,0
5,16,17,Poland,9568,P50,gray,5,profile,33,3,sale,0
5,16,18,Poland,9568,P57,brown,1,en face,43,4,sale,1
5,16,19,Poland,9568,P72,white,6,en face,33,4,sale,0
5,16,20,Poland,9568,P56,black,1,en face,33,4,sale,0
5,16,21,Poland,9568,P55,white,1,profile,33,4,sale,0
5,16,22,Poland,9568,P61,beige,3,profile,28,4,sale,0
5,16,23,Poland,9568,P70,gray,6,profile,38,4,sale,1
5,16,24,Poland,9568,P78,white,2,profile,48,5,sale,1
5,16,25,Poland,9568,P81,brown,3,profile,43,5,sale,1
5,16,26,Poland,9568,P73,pink,1,profile,33,5,sale,0
5,16,1,Poland,9569,B1,brown,1,en face,57,1,skirts,1
5,16,1,Poland,9570,C20,violet,1,profile,48,2,blouses,1
5,16,2,Poland,9570,C21,white,1,en face,57,2,blouses,1
5,16,3,Poland,9570,C44,white,3,en face,55,3,blouses,1
5,16,4,Poland,9570,C55,violet,1,en face,48,4,blouses,1
5,16,1,Poland,9571,B19,violet,1,en face,38,2,skirts,0
5,16,2,Poland,9571,C14,of many colors,5,en face,23,1,blouses,0
5,16,3,Poland,9571,C27,pink,3,en face,48,2,blouses,1
5,16,4,Poland,9571,C41,violet,2,en face,28,3,blouses,0
5,16,5,Poland,9571,C48,gray,4,en face,28,3,blouses,0
5,16,6,Poland,9571,B19,violet,1,en face,38,2,skirts,0
5,16,7,Poland,9571,C14,of many colors,5,en face,23,1,blouses,0
5,16,8,Poland,9571,C27,pink,3,en face,48,2,blouses,1
5,16,9,Poland,9571,C41,violet,2,en face,28,3,blouses,0
5,16,1,Poland,9572,C36,white,6,en face,43,2,blouses,1
5,16,1,Poland,9573,A1,navy blue,1,en face,28,1,trousers,0
